,id,Iforest,LOF,FCA,
517,46818-NTFS:\Windows\WinSxS\amd64_windowssearchengine_31bf3856ad364e35_7.0.9600.17031_none_d3edda7db1b00eda\SearchProtocolHost.exe,1,0,0,1
518,7-NTFS:\$Boot,0,1,0,1
519,37978-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_6.3.9600.16384_none_210fb36c397c4e2b\hvix64.exe,1,0,0,1
520,46816-NTFS:\Windows\WinSxS\amd64_windowssearchengine_31bf3856ad364e35_7.0.9600.17031_none_d3edda7db1b00eda\SearchFilterHost.exe,1,0,0,1
521,84180-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\PrepareCluster.exe,1,0,0,1
522,43232-NTFS:\Windows\WinSxS\amd64_onlineservices-ui_31bf3856ad364e35_6.3.9600.16384_none_545bfc949bff90ef\InstallAddin.exe,1,0,0,1
524,39833-NTFS:\Windows\WinSxS\amd64_microsoft-windows-i..tional-chinese-core_31bf3856ad364e35_6.3.9600.16384_none_4a425d97d4ef137f\IMTCPROP.exe,1,0,0,1
525,72744-NTFS:\System Volume Information\DFSR\database_98E6_491B_E648_FAD0,0,0,1,1
526,84894-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\SendTo,0,1,0,1
527,72198-NTFS:\Windows\WinSxS\msil_smsvchost_b03f5f7f11d50a3a_6.3.9600.16384_none_2d66ff7b187d2243\SMSvcHost.exe,1,0,0,1
528,72666-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-RUS.exe,1,0,0,1
529,72697-NTFS:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___2306_1230.jpg,0,1,0,1
530,84630-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\PortalGunPlans.lnk,0,1,0,1
531,41251-NTFS:\Windows\WinSxS\amd64_microsoft-windows-nfs-servercore_31bf3856ad364e35_6.3.9600.16384_none_4c63087edb42b972\nfssvc.exe,1,0,0,1
532,76404-NTFS:\Windows\WinSxS\msil_microsoft-windows-servermanager-shell_31bf3856ad364e35_6.3.9600.16384_none_9914c2521d6e1d6c\ServerManager.exe,1,0,0,1
533,81703-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..estartup-change-pin_31bf3856ad364e35_6.3.9600.16384_none_e25b1771286045ff\bdechangepin.exe,1,0,0,1
534,43879-NTFS:\Windows\WinSxS\amd64_serverbackup-ui_31bf3856ad364e35_6.3.9600.16384_none_766d046db5dbe51b\SBCW.exe,1,0,0,1
535,72798-NTFS:\Windows\WinSxS\x86_microsoft-windows-fsutil_31bf3856ad364e35_6.3.9600.16384_none_6103d9000b86316f\fsutil.exe,1,0,0,1
536,72290-NTFS:\Windows\WinSxS\wow64_microsoft-windows-failovercluster-rhs_31bf3856ad364e35_6.3.9600.16384_none_2d65f8b7d7ccf30f\rhs.exe,1,0,0,1
537,83398-NTFS:\Windows\WinSxS\amd64_windowssearchengine_31bf3856ad364e35_7.0.9600.16384_none_d3bae839b1d5c468\SearchFilterHost.exe,1,0,0,1
538,40846-NTFS:\Windows\WinSxS\amd64_microsoft-windows-m..pathiocontroldriver_31bf3856ad364e35_6.3.9600.16384_none_0e2f9f94f0033fbb\mpiocpl.exe,1,0,0,1
539,39924-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-metabase_31bf3856ad364e35_6.3.9600.16384_none_29f057dff5ea281a\inetinfo.exe,1,0,0,1
540,42388-NTFS:\Windows\WinSxS\amd64_microsoft-windows-taskhost_31bf3856ad364e35_6.3.9600.16384_none_18fd08642e4cdf6d\taskhost.exe,1,0,0,1
541,78827-NTFS:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___2306_1229.jpg,0,1,0,1
542,39225-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..cluster-updating-ui_31bf3856ad364e35_6.3.9600.16496_none_2662a05e54e38cec\ClusterUpdateUI.exe,1,0,0,1
543,46715-NTFS:\Windows\WinSxS\amd64_wcf-comsvcconfig_b03f5f7f11d50a3a_6.3.9600.16384_none_998c42657b1e42a2\ComSvcConfig.exe,1,0,0,1
544,85076-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\Ringtones,1,0,0,1
545,86642-NTFS:\ProgramData\VMware\RawdskCompatibility\native,0,0,1,1
546,84890-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools,0,1,0,1
547,26-NTFS:\$Extend\$Reparse,0,1,0,1
548,38689-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ommandline-adamsync_31bf3856ad364e35_6.3.9600.16384_none_e2e12d03f2983b03\adamsync.exe,1,0,0,1
549,20180-NTFS:\Program Files\Common Files\VMware,0,0,1,1
550,42081-NTFS:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.16384_none_fa1dc1539b4180d8\TiWorker.exe,1,0,0,1
551,72665-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-SVE.exe,1,0,0,1
552,38275-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..adam-install-srvfnd_31bf3856ad364e35_6.3.9600.16384_none_c670bf7d65e6b61f\adamuninstall.exe,1,0,0,1
553,41247-NTFS:\Windows\WinSxS\amd64_microsoft-windows-nfs-servercmdtools_31bf3856ad364e35_6.3.9600.16384_none_791c0637ca72cdb0\nfsshare.exe,1,0,0,1
554,73608-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\SchCache,1,0,0,1
555,81355-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.16384_none_fc28232a2310c009\wmpshare.exe,1,0,0,1
556,37984-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_6.3.9600.16384_none_210fb36c397c4e2b\hvloader.exe,1,0,0,1
557,42456-NTFS:\Windows\WinSxS\amd64_microsoft-windows-w..bappproxycontroller_31bf3856ad364e35_6.3.9600.16384_none_62ad9344cc0b1680\WebAppProxyController.exe,1,0,0,1
558,84315-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.16384_none_067ccd7c57718204\wmpconfig.exe,1,0,0,1
559,86428-NTFS:\Program Files\VMware\VMware Tools\plugins\vmusr,0,0,1,1
560,38180-NTFS:\Windows\WinSxS\amd64_microsoft-windows-blb-engine-main_31bf3856ad364e35_6.3.9600.16384_none_d4a05602d3b6ef4d\wbengine.exe,1,0,0,1
561,42074-NTFS:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.16384_none_fa1dc1539b4180d8\poqexec.exe,1,0,0,1
562,38010-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-CHT.exe,1,0,0,1
563,84893-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility,0,1,0,1
564,81384-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mobsyncexe_31bf3856ad364e35_6.3.9600.16384_none_e00f3999284c2471\mobsync.exe,1,0,0,1
565,73153-NTFS:\Windows\WinSxS\x86_netfx-aspnet_wp_exe_b03f5f7f11d50a3a_6.3.9600.16463_none_dff4259750565110\aspnet_wp.exe,1,0,0,1
566,82586-NTFS:\Windows\WinSxS\amd64_microsoft-windows-telnet-server_31bf3856ad364e35_6.3.9600.16384_none_83c63cfc230cd484\tlntadmn.exe,1,0,0,1
567,71723-NTFS:\Windows\WinSxS\msil_microsoft-windows-iis-ual_31bf3856ad364e35_6.3.9600.16384_none_ecb071077d70fe4d\iisual.exe,1,0,0,1
568,42440-NTFS:\Windows\WinSxS\amd64_microsoft-windows-virtualdiskservice_31bf3856ad364e35_6.3.9600.16384_none_5ba932aacea5a2ad\vds.exe,1,0,0,1
569,76405-NTFS:\Windows\System32\ServerTelemetryConfig.exe,1,0,0,1
570,163-NTFS:\System Volume Information\tracking.log,0,1,0,1
571,84156-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\CreateVirtualDisk.exe,1,0,0,1
572,40958-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediafoundation_31bf3856ad364e35_6.3.9600.17031_none_8d50818ae092fb69\rrinstaller.exe,1,0,0,1
573,72773-NTFS:\Windows\WinSxS\x86_microsoft-windows-deployment_31bf3856ad364e35_6.3.9600.16384_none_908ebb5208e79761\setupugc.exe,1,0,0,1
574,80808-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..client-applications_31bf3856ad364e35_6.3.9600.16384_none_69b80c71fc5d6b55\WFS.exe,1,0,0,1
575,85094-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,1,0,0,1
576,72896-NTFS:\Windows\WinSxS\x86_microsoft-windows-packagemanager_31bf3856ad364e35_6.3.9600.16384_none_817788a30edddae5\PkgMgr.exe,1,0,0,1
577,71932-NTFS:\Windows\WinSxS\msil_microsoft.identityserver.proxyservice_31bf3856ad364e35_6.3.9600.16477_none_46ee2d31e9308eb5\Microsoft.IdentityServer.ProxyService.exe,1,0,0,1
578,8-NTFS:\$BadClus,0,1,0,1
579,81547-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..ting-tools-printbrm_31bf3856ad364e35_6.3.9600.16384_none_7278887f194b9a3e\PrintBrmEngine.exe,1,0,0,1
580,39955-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.16384_none_01a7d2cf88c95dc0\appcmd.exe,1,0,0,1
581,41337-NTFS:\Windows\WinSxS\amd64_microsoft-windows-packagemanager_31bf3856ad364e35_6.3.9600.16384_none_dd962426c73b4c1b\PkgMgr.exe,1,0,0,1
582,38270-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..adam-install-srvfnd_31bf3856ad364e35_6.3.9600.16384_none_c670bf7d65e6b61f\adaminstall.exe,1,0,0,1
583,72834-NTFS:\Windows\WinSxS\x86_microsoft-windows-mediaplayer-logagent_31bf3856ad364e35_6.3.9600.16384_none_7fe050bedda26d5d\logagent.exe,1,0,0,1
584,41294-NTFS:\Windows\WinSxS\amd64_microsoft-windows-os-kernel_31bf3856ad364e35_6.3.9600.16384_none_5ceec1ab881a18dc\ntoskrnl.exe,1,0,0,1
585,42626-NTFS:\Windows\WinSxS\amd64_microsoft-windows-winre-recoverytools_31bf3856ad364e35_6.3.9600.16384_none_c60c347f452050dc\ReAgentc.exe,1,0,0,1
586,37992-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_6.3.9600.17031_none_2142a5b03956989d\hvax64.exe,1,0,0,1
587,43876-NTFS:\Windows\WinSxS\amd64_serverbackup-ui_31bf3856ad364e35_6.3.9600.16384_none_766d046db5dbe51b\CreateKeyWizard.exe,1,0,0,1
588,86393-NTFS:\Program Files\VMware\VMware Tools\messages\zh_TW,0,0,1,1
589,43925-NTFS:\Windows\WinSxS\amd64_storage-utility_31bf3856ad364e35_6.3.9600.16384_none_57dfe02cdff082bb\SuChkVol.exe,1,0,0,1
590,81999-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..up-drivepreparation_31bf3856ad364e35_6.3.9600.17044_none_91db0a9c3cd43286\BdeHdCfg.exe,1,0,0,1
591,39216-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..cluster-agentserver_31bf3856ad364e35_6.3.9600.16384_none_28d2f8b631c36649\CPrepSrv.exe,1,0,0,1
592,76024-NTFS:\Windows\System32\LbfoAdmin.exe,1,0,0,1
593,82604-NTFS:\Windows\WinSxS\amd64_microsoft-windows-tsproxy-edgeadapter_31bf3856ad364e35_6.3.9600.16384_none_2ec8d374a0ac5606\tsgclean.exe,1,0,0,1
594,76024-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ndis-lbfo-admin_31bf3856ad364e35_6.3.9600.16384_none_e13bc85af8d379ac\LbfoAdmin.exe,1,0,0,1
595,4-NTFS:\$AttrDef,0,1,0,1
596,72584-NTFS:\Windows\WinSxS\wow64_microsoft-windows-snmp-agent-service_31bf3856ad364e35_6.3.9600.16384_none_f247ebc4609aa13b\snmp.exe,1,0,0,1
597,457-NTFS:\Windows\ServiceProfiles\NetworkService\AppData\Local\AutoTrace\Transfer,1,0,0,1
598,72655-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-HUN.exe,1,0,0,1
599,42151-NTFS:\Windows\WinSxS\amd64_microsoft-windows-smbhashgeneration_31bf3856ad364e35_6.3.9600.16384_none_d7527ecdb67bf62c\HashGen.exe,1,0,0,1
600,34294-NTFS:\Windows\System32\WindowsPowerShell\v1.0\en-US\default.help.txt,0,1,0,1
601,84447-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..files-x86-minkernel_31bf3856ad364e35_6.3.9600.16384_none_986c13177b1d294c\bootmgr.exe,1,0,0,1
602,39077-NTFS:\Windows\WinSxS\amd64_microsoft-windows-e..seclientsync-server_31bf3856ad364e35_6.3.9600.16384_none_6843310e4fe153ad\SyncShareTTSvc.exe,1,0,0,1
603,42112-NTFS:\Windows\WinSxS\amd64_microsoft-windows-setup-component_31bf3856ad364e35_6.3.9600.16384_none_22eade5981394f0b\windeploy.exe,1,0,0,1
604,72253-NTFS:\Windows\WinSxS\wow64_clientbackup-restorecdx86_31bf3856ad364e35_6.3.9600.16384_none_ec51d8679260ea57\RestoreCDInit.exe,1,0,0,1
605,85003-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\SystemCertificates,1,0,0,1
606,9-NTFS:\$Secure,0,1,0,1
607,81651-NTFS:\Windows\WinSxS\amd64_microsoft-windows-reliability-postboot_31bf3856ad364e35_6.3.9600.16384_none_3e7f303cd949e081\RelPost.exe,1,0,0,1
608,38962-NTFS:\System Volume Information\DFSR\Config,0,0,1,1
609,82628-NTFS:\Windows\WinSxS\amd64_microsoft-windows-utilman_31bf3856ad364e35_6.3.9600.16384_none_f3680ffa05345546\Utilman.exe,1,0,0,1
610,46656-NTFS:\Windows\WinSxS\amd64_updateservices-services_31bf3856ad364e35_6.3.9600.16384_none_6f837e94933e9c39\WSusCertServer.exe,1,0,0,1
611,84982-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\Temporary Internet Files,1,0,0,1
612,31-NTFS:\$Extend\$RmMetadata\$TxfLog\$Tops,0,1,0,1
613,80742-NTFS:\Windows\WinSxS\amd64_microsoft-windows-dfsr-util-dfsrdiag_31bf3856ad364e35_6.3.9600.16384_none_ca7c6062bf7e72d9\dfsrdiag.exe,1,0,0,1
614,20491-NTFS:\ProgramData\Package Cache\{F3241984-5A0E-4632-9025-AA16E0780A4B}v14.20.27508\packages\vcRuntimeMinimum_amd64,0,0,1,1
615,82897-NTFS:\Windows\WinSxS\amd64_microsoft-windows-wpd-shellextension_31bf3856ad364e35_6.3.9600.16384_none_01e74cb59ac0b8d9\WPDShextAutoplay.exe,1,0,0,1
616,80699-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ostic-user-resolver_31bf3856ad364e35_6.3.9600.16384_none_b5f36520d9a6027b\DFDWiz.exe,1,0,0,1
617,81349-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.17031_none_fc5b156e22eb0a7b\wmpconfig.exe,1,0,0,1
618,38247-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..-eashared-imebroker_31bf3856ad364e35_6.3.9600.16384_none_7a7ca547cb77d4c0\ImeBroker.exe,1,0,0,1
619,81359-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-setup_31bf3856ad364e35_6.3.9600.17031_none_9ee51bd0aa5c2ad3\unregmp2.exe,1,0,0,1
620,72559-NTFS:\Windows\WinSxS\wow64_microsoft-windows-processmodel-cpt_31bf3856ad364e35_6.3.9600.16384_none_a5e594d87be88fa5\w3wp.exe,1,0,0,1
621,39215-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..cluster-agentserver_31bf3856ad364e35_6.3.9600.16384_none_28d2f8b631c36649\FcSrv.exe,1,0,0,1
622,84083-NTFS:\Windows\WinSxS\msil_damgmtmanaged_31bf3856ad364e35_6.3.9600.16384_none_0e8ac21d37beaf95\RAMgmtUI.exe,1,0,0,1
623,81229-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-legacysnapin_31bf3856ad364e35_6.3.9600.16384_none_71df341285fd043e\InetMgr6.exe,1,0,0,1
624,81635-NTFS:\Windows\WinSxS\amd64_microsoft-windows-rascmak_31bf3856ad364e35_6.3.9600.16384_none_014ac09c4cabe56a\cmak.exe,1,0,0,1
625,84497-NTFS:\Windows\WinSxS\x86_microsoft-windows-mediaplayer-setup_31bf3856ad364e35_6.3.9600.17031_none_42c6804cf1feb99d\setup_wm.exe,1,0,0,1
626,43286-NTFS:\Windows\WinSxS\amd64_productivity-common_31bf3856ad364e35_6.3.9600.16384_none_4c2551e6ee52b3c5\ConfigWizard.exe,1,0,0,1
627,84446-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..directplay8-payload_31bf3856ad364e35_6.3.9600.16384_none_981faceedf7ef99e\dpnsvr.exe,1,0,0,1
628,41974-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..restartup-baaupdate_31bf3856ad364e35_6.3.9600.16384_none_270d2697a71f18ac\baaupdate.exe,1,0,0,1
629,82048-NTFS:\Windows\WinSxS\amd64_microsoft-windows-security-easinvoker_31bf3856ad364e35_6.3.9600.16384_none_7ce2a18681f197b8\easinvoker.exe,1,0,0,1
630,37121-NTFS:\Windows\WinSxS\amd64_clientbackup-engine_31bf3856ad364e35_6.3.9600.16384_none_3f06e5ef5ebc928f\WSSBackup.exe,1,0,0,1
631,81412-NTFS:\Windows\WinSxS\amd64_microsoft-windows-n..lancing-commandline_31bf3856ad364e35_6.3.9600.16384_none_a540fdc9ae759bb3\nlb.exe,1,0,0,1
632,87142-NTFS:\Users\Administrator\AppData\Local\Microsoft\Internet Explorer\Recovery\High\Last Active,1,0,0,1
634,84657-NTFS:\System Volume Information\MountPointManagerRemoteDatabase,0,1,0,1
635,72490-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediafoundation_31bf3856ad364e35_6.3.9600.16384_none_97723999151972f2\mfpmp.exe,1,0,0,1
636,19540-NTFS:\ProgramData\Microsoft\Windows\Start Menu\Programs\System Tools\Windows PowerShell.lnk,0,1,0,1
637,84332-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mobsyncexe_31bf3856ad364e35_6.3.9600.16384_none_ea63e3eb5cace66c\mobsync.exe,1,0,0,1
638,81266-NTFS:\Windows\WinSxS\amd64_microsoft-windows-m..yer-sideshow-gadget_31bf3856ad364e35_6.3.9600.16384_none_18e802f882e92761\WMPSideShowGadget.exe,1,0,0,1
639,85040-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\UserData\Low,1,0,0,1
640,85130-NTFS:\Users\Administrator\AppData\Local\Packages,1,0,0,1
641,84317-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.16384_none_067ccd7c57718204\wmplayer.exe,1,0,0,1
642,87026-NTFS:\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Network\Connections\Pbk,1,0,0,1
643,37988-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_6.3.9600.17031_none_2142a5b03956989d\hvix64.exe,1,0,0,1
644,41226-NTFS:\Windows\WinSxS\amd64_microsoft-windows-nfs-admincmdtools_31bf3856ad364e35_6.3.9600.16384_none_a56c7cc166ff2b2a\showmount.exe,1,0,0,1
645,82854-NTFS:\Windows\WinSxS\amd64_microsoft-windows-wlan-extension_31bf3856ad364e35_6.3.9600.16384_none_eaa18f38f7508f70\wlanext.exe,1,0,0,1
646,37139-NTFS:\Windows\WinSxS\amd64_clientbackup-restorecd_31bf3856ad364e35_6.3.9600.16384_none_a2f5f88f06574944\ClientRestoreWizard.exe,1,0,0,1
647,84314-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-core_31bf3856ad364e35_6.3.9600.17031_none_06afbfc0574bcc76\wmpconfig.exe,1,0,0,1
648,86389-NTFS:\Program Files\VMware\VMware Tools\messages\ko,0,0,1,1
649,39496-NTFS:\Windows\WinSxS\amd64_microsoft-windows-fsutil_31bf3856ad364e35_6.3.9600.16384_none_bd227483c3e3a2a5\fsutil.exe,1,0,0,1
650,87064-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\SECRET_beth.lnk,0,1,0,1
651,72675-NTFS:\Windows\WinSxS\x86_microsoft-windows-autochk_31bf3856ad364e35_6.3.9600.16384_none_7693b1d0dd5ab82d\autochk.exe,1,0,0,1
652,86970-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,0,1,0,1
653,475-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\PowerShell\WF,1,0,0,1
654,80735-NTFS:\Windows\WinSxS\amd64_microsoft-windows-defrag-adminui_31bf3856ad364e35_6.3.9600.16384_none_89d46ec9643bf9dd\dfrgui.exe,1,0,0,1
655,43373-NTFS:\Windows\WinSxS\amd64_productivity-ope_31bf3856ad364e35_6.3.9600.16384_none_3297d27460c58202\ARRConfig.exe,1,0,0,1
656,1-NTFS:\$MFTMirr,0,1,0,1
657,86967-NTFS:\FileShare\Secret\NoJerry.txt,0,1,0,1
658,23791-NTFS:\Users\Default\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\desktop.ini,0,1,0,1
659,72265-NTFS:\Windows\WinSxS\wow64_clientdeployment-packagex86.resources_31bf3856ad364e35_6.3.9600.16384_en-us_fc95a55602f77fa4\ComputerConnector.exe,1,0,0,1
660,42218-NTFS:\Windows\WinSxS\amd64_microsoft-windows-srdelayed_31bf3856ad364e35_6.3.9600.16384_none_471bb7de301ea141\srdelayed.exe,1,0,0,1
661,41233-NTFS:\Windows\WinSxS\amd64_microsoft-windows-nfs-clientcmdtools_31bf3856ad364e35_6.3.9600.16384_none_4221c32dc469340a\umount.exe,1,0,0,1
662,80531-NTFS:\Windows\WinSxS\amd64_microsoft-windows-bitsextensions-setup_31bf3856ad364e35_6.3.9600.16384_none_fa0e4e8dfde107e8\bitsiissetup.exe,1,0,0,1
663,85569-NTFS:\Users\Administrator\AppData\Local\Microsoft_Corporation,1,0,0,1
664,84480-NTFS:\Windows\WinSxS\x86_microsoft-windows-ie-ielowutil_31bf3856ad364e35_11.0.9600.16384_none_ae1cd2af9bd1dce2\ielowutil.exe,1,0,0,1
665,82538-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..vercommandlinetools_31bf3856ad364e35_6.3.9600.16384_none_ab01eeed78ba027b\tsprof.exe,1,0,0,1
666,76405-NTFS:\Windows\WinSxS\msil_microsoft-windows-servertelemetry-config_31bf3856ad364e35_6.3.9600.16384_none_8591f8ef40fac5c4\ServerTelemetryConfig.exe,1,0,0,1
667,87105-NTFS:\Users\Administrator\AppData\Local\Microsoft\Internet Explorer\imagestore\01oghj3,1,0,0,1
668,80809-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..cluster-updating-ui_31bf3856ad364e35_6.3.9600.16384_none_266b6dd054dd4126\ClusterUpdateUI.exe,1,0,0,1
669,72635-NTFS:\Windows\WinSxS\wow64_windowssearchengine_31bf3856ad364e35_7.0.9600.17031_none_de4284cfe610d0d5\SearchProtocolHost.exe,1,0,0,1
670,72696-NTFS:\Windows\WinSxS\x86_microsoft-windows-d..andlinepropertytool_31bf3856ad364e35_6.3.9600.16384_none_9fdd136f9c73f5dc\imjpuexc.exe,1,0,0,1
671,57-NTFS:\Boot\es-ES,0,0,1,1
672,19539-NTFS:\Windows\WinSxS\amd64_microsoft.windows.powershell.common_31bf3856ad364e35_6.3.9600.16384_none_219db062ef302354\Windows PowerShell.lnk,0,1,0,1
673,81360-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-setup_31bf3856ad364e35_6.3.9600.16384_none_9eb2298caa81e061\unregmp2.exe,1,0,0,1
674,72634-NTFS:\Windows\WinSxS\wow64_windowssearchengine_31bf3856ad364e35_7.0.9600.17031_none_de4284cfe610d0d5\SearchFilterHost.exe,1,0,0,1
675,73680-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\ko,0,0,1,1
676,38150-NTFS:\Windows\WinSxS\amd64_microsoft-windows-b..iondata-cmdlinetool_31bf3856ad364e35_6.3.9600.16384_none_78e95cd07922a6bf\bcdedit.exe,1,0,0,1
677,73678-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\ja,0,0,1,1
678,81678-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..client-ui-wscollect_31bf3856ad364e35_6.3.9600.16384_none_fa71c798057c9e21\WSCollect.exe,1,0,0,1
679,38037-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-KOR.exe,1,0,0,1
680,41298-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..nfiguration-cmdline_31bf3856ad364e35_6.3.9600.16384_none_fa1a184254b62adc\powercfg.exe,1,0,0,1
681,46755-NTFS:\Windows\WinSxS\amd64_wcf-wsatconfig_b03f5f7f11d50a3a_6.3.9600.16384_none_1e7f42b12b6c51f0\WsatConfig.exe,1,0,0,1
682,39374-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..toragereportservice_31bf3856ad364e35_6.3.9600.16384_none_1b6ed2608947a3ab\srmhost.exe,1,0,0,1
683,96-NTFS:\Boot\pt-BR,0,0,1,1
684,83515-NTFS:\Program Files\Common Files\VMware\Drivers\efifw\Win8,0,0,1,1
685,72374-NTFS:\Windows\WinSxS\wow64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.17031_none_0c2f6f65bd046a2d\appcmd.exe,1,0,0,1
686,41154-NTFS:\Windows\WinSxS\amd64_microsoft-windows-muicachebuilder_31bf3856ad364e35_6.3.9600.16384_none_0acafc4688cf5b5c\mcbuilder.exe,1,0,0,1
687,85443-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\Notifications,1,0,0,1
688,86654-NTFS:\ProgramData\VMware\RawdskCompatibility\native\regdata.dat,0,1,0,1
689,41540-NTFS:\Windows\WinSxS\amd64_microsoft-windows-r..pdate-oob-component_31bf3856ad364e35_6.3.9600.16384_none_de54eeb678590421\rdvgm.exe,1,0,0,1
690,84073-NTFS:\Windows\WinSxS\msil_inspectvhddialog6.2_31bf3856ad364e35_6.3.9600.16384_none_b8967635f3268c78\InspectVhdDialog6.2.exe,1,0,0,1
691,86910-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Credentials,1,0,0,1
