,id,Iforest,LOF,FCA,
163,72657-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-KOR.exe,1,0,0,1
164,86385-NTFS:\Program Files\VMware\VMware Tools\messages\it,0,0,1,1
165,85793-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\WER\ReportArchive,1,0,0,1
166,84583-NTFS:\Windows\WinSxS\x86_microsoft-windows-utilman_31bf3856ad364e35_6.3.9600.16384_none_974974764cd6e410\Utilman.exe,1,0,0,1
167,84627-NTFS:\System Volume Information,0,0,1,1
168,40027-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ime-eashared-ccshared_31bf3856ad364e35_6.3.9600.16384_none_c6d864f34e294f69\IMCCPHR.exe,1,0,0,1
169,82621-NTFS:\Windows\WinSxS\amd64_microsoft-windows-usercpl-usermgrbroker_31bf3856ad364e35_6.3.9600.16384_none_076a716aa8aeaf3f\UserAccountBroker.exe,1,0,0,1
170,73684-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\zh_TW,0,0,1,1
171,87050-NTFS:\Users\Administrator\AppData\Local\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~,1,0,0,1
172,37233-NTFS:\Windows\WinSxS\amd64_health-report_31bf3856ad364e35_6.3.9600.16384_none_b08254419b702cda\HealthReportCleanup.exe,1,0,0,1
173,81517-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..ting-lprportmonitor_31bf3856ad364e35_6.3.9600.16384_none_a4c2018c11c59f79\lpq.exe,1,0,0,1
174,90-NTFS:\Boot\nl-NL,0,0,1,1
175,80512-NTFS:\Windows\WinSxS\amd64_microsoft-windows-audio-volumecontrol_31bf3856ad364e35_6.3.9600.16384_none_b6e6d171db710618\SndVol.exe,1,0,0,1
176,84408-NTFS:\Windows\WinSxS\wow64_windowssearchengine_31bf3856ad364e35_7.0.9600.16384_none_de0f928be6368663\SearchProtocolHost.exe,1,0,0,1
177,73163-NTFS:\Windows\WinSxS\x86_netfx4-aspnet_wp_exe_b03f5f7f11d50a3a_4.0.9600.16384_none_793bb57d2ad646c9\aspnet_wp.exe,1,0,0,1
178,80623-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..agement-commandline_31bf3856ad364e35_6.3.9600.16384_none_b789f1fd35ce0acc\wdsutil.exe,1,0,0,1
179,81680-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..client-ui-wscollect_31bf3856ad364e35_6.3.9600.16477_none_fa7f9a480571cb5c\WSCollect.exe,1,0,0,1
180,38936-NTFS:\Windows\WinSxS\amd64_microsoft-windows-defrag-cmdline_31bf3856ad364e35_6.3.9600.16384_none_b83a2fc69a4c8090\Defrag.exe,1,0,0,1
181,87024-NTFS:\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Network\Connections,1,0,0,1
182,85038-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\INetCache\Virtualized,1,0,0,1
183,76404-NTFS:\Windows\System32\ServerManager.exe,1,0,0,1
184,39961-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.16384_none_01a7d2cf88c95dc0\aspnetca.exe,1,0,0,1
185,84256-NTFS:\Windows\WinSxS\wow64_microsoft-windows-charmap_31bf3856ad364e35_6.3.9600.16384_none_ed6cc7bbacb2ef57\charmap.exe,1,0,0,1
186,87138-NTFS:\ProgramData\Microsoft\Crypto\RSA\S-1-5-18\8a3c74394991f8badd8ff157fb357855_4b4ea8ce-0ec8-44d8-ba9d-fc256d5fb3e3,0,1,0,1
187,38203-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ceipforwarding-service_31bf3856ad364e35_6.3.9600.16384_none_0712e8e9051264e8\ceipfwd.exe,1,0,0,1
188,85013-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\RoamingTiles,1,0,0,1
189,82915-NTFS:\Windows\WinSxS\amd64_microsoft-windows-xpsreachviewer_31bf3856ad364e35_6.3.9600.16384_none_05d9b38b222e8802\xpsrchvw.exe,1,0,0,1
190,72892-NTFS:\Windows\WinSxS\x86_microsoft-windows-p..nfiguration-cmdline_31bf3856ad364e35_6.3.9600.16384_none_9dfb7cbe9c58b9a6\powercfg.exe,1,0,0,1
191,38129-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmms_31bf3856ad364e35_6.3.9600.16384_none_275467ab32e3bc30\vmms.exe,1,0,0,1
192,72785-NTFS:\Windows\WinSxS\x86_microsoft-windows-errorreportingfaults_31bf3856ad364e35_6.3.9600.16384_none_04a6e1295862e677\WerFaultSecure.exe,1,0,0,1
193,82419-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..nputpersonalization_31bf3856ad364e35_6.3.9600.16384_none_306a73009a4b3bbc\InputPersonalization.exe,1,0,0,1
194,84379-NTFS:\Windows\WinSxS\wow64_microsoft-windows-w..pdateclient-activex_31bf3856ad364e35_7.9.9600.16384_none_dc9aadb3af138c34\wuapp.exe,1,0,0,1
195,1319-NTFS:\Users\Administrator\AppData\LocalLow\Microsoft\CryptnetUrlCache,1,0,0,1
196,82038-NTFS:\Windows\WinSxS\amd64_microsoft-windows-securestartup-cpl_31bf3856ad364e35_6.3.9600.16384_none_4844b75f5f0f6622\BitLockerWizard.exe,1,0,0,1
197,19628-NTFS:\Users\Default\AppData\Local\Microsoft\Windows\WinX\Group3\desktop.ini,0,1,0,1
198,85069-NTFS:\Users\Administrator\AppData\Local\Microsoft\Feeds Cache,1,0,0,1
199,20569-NTFS:\Program Files\VMware\VMware Tools\VMware VGAuth,0,0,1,1
200,37079-NTFS:\Windows\WinSxS\amd64_admin-dashboard_31bf3856ad364e35_6.3.9600.16384_none_818193f26309dea5\Dashboard.exe,1,0,0,1
201,71733-NTFS:\Windows\WinSxS\msil_microsoft-windows-d..dministrativecenter_31bf3856ad364e35_6.3.9600.16384_none_a93959a3503b92fa\dsac.exe,1,0,0,1
202,24-NTFS:\$Extend\$Quota,0,1,0,1
203,72884-NTFS:\Windows\WinSxS\x86_microsoft-windows-muicachebuilder_31bf3856ad364e35_6.3.9600.16384_none_aeac60c2d071ea26\mcbuilder.exe,1,0,0,1
204,38113-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmwp_31bf3856ad364e35_6.3.9600.17031_none_2631e0953399f957\vmwp.exe,1,0,0,1
205,73614-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Protect\S-1-5-21-2232410529-1445159330-2725690660-500,1,0,0,1
206,23780-NTFS:\Users\Default\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini,0,1,0,1
207,85127-NTFS:\Users\Administrator\AppData\Local\Microsoft\Internet Explorer\Recovery,1,0,0,1
208,38024-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-JPN.exe,1,0,0,1
209,82037-NTFS:\Windows\WinSxS\amd64_microsoft-windows-securestartup-cpl_31bf3856ad364e35_6.3.9600.17044_none_486fda955eef188a\BitLockerWizard.exe,1,0,0,1
210,38314-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ed-chinese-moimeexe_31bf3856ad364e35_6.3.9600.16384_none_d5ca5f3ef2a80af2\ChsIME.exe,1,0,0,1
211,10-NTFS:\$UpCase,0,1,0,1
212,42392-NTFS:\Windows\WinSxS\amd64_microsoft-windows-taskscheduler-engine_31bf3856ad364e35_6.3.9600.16384_none_d66aad3992d173cb\taskeng.exe,1,0,0,1
213,85985-NTFS:\Windows\assembly\NativeImages_v4.0.30319_64\SMSvcHost\90ad9da38780480bb1d8f48db661ea5a\SMSvcHost.ni.exe,0,1,0,1
214,72638-NTFS:\Windows\WinSxS\wow64_windowssearchengine_31bf3856ad364e35_7.0.9600.17031_none_de4284cfe610d0d5\SearchIndexer.exe,1,0,0,1
215,42048-NTFS:\Windows\WinSxS\amd64_microsoft-windows-security-spp_31bf3856ad364e35_6.3.9600.16384_none_0b1fb782f4e9f95a\sppsvc.exe,1,0,0,1
216,42170-NTFS:\Windows\WinSxS\amd64_microsoft-windows-snmp-evntcmd_31bf3856ad364e35_6.3.9600.16384_none_a9c327abd7fc2908\evntcmd.exe,1,0,0,1
217,71857-NTFS:\Windows\WinSxS\msil_microsoft.deviceregistration.servicehost_31bf3856ad364e35_6.3.9600.16384_none_ae344b7d07a3c040\Microsoft.DeviceRegistration.ServiceHost.exe,1,0,0,1
218,41167-NTFS:\Windows\WinSxS\amd64_microsoft-windows-n..ervercmdtools-local_31bf3856ad364e35_6.3.9600.16384_none_65070695007ddc00\nfsstat.exe,1,0,0,1
219,39960-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.17031_none_01dac51388a3a832\aspnetca.exe,1,0,0,1
220,32551-NTFS:\Windows\WinSxS\x86_microsoft-windows-e..rtingcore.resources_31bf3856ad364e35_6.3.9600.16384_en-us_97b34f9d52661d10\erofflps.txt,0,1,0,1
221,82571-NTFS:\Windows\WinSxS\amd64_microsoft-windows-tabletpc-inputpanel_31bf3856ad364e35_6.3.9600.17031_none_028068154b539e04\TabTip.exe,1,0,0,1
222,82455-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..nputpersonalization_31bf3856ad364e35_6.3.9600.16384_none_306a73009a4b3bbc\ShapeCollector.exe,1,0,0,1
223,30803-NTFS:\Windows\System32\tzsync.exe,1,0,0,1
224,46724-NTFS:\Windows\WinSxS\amd64_wcf-m_sm_cfg_ins_exe_31bf3856ad364e35_6.3.9600.16384_none_f0dfbc1af11cf0df\SMConfigInstaller.exe,1,0,0,1
225,39465-NTFS:\Windows\WinSxS\amd64_microsoft-windows-fsrm-cli_31bf3856ad364e35_6.3.9600.16384_none_2be2c2a1e7915e9d\dirquota.exe,1,0,0,1
226,81055-NTFS:\Windows\WinSxS\amd64_microsoft-windows-i..etexplorer-optional_31bf3856ad364e35_11.0.9600.17031_none_9c9772f690a6397f\iexplore.exe,1,0,0,1
227,87114-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\SystemCertificates\My\Keys,1,0,0,1
228,85052-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\IECompatUACache\Low,1,0,0,1
229,42015-NTFS:\Windows\WinSxS\amd64_microsoft-windows-securestartup-prompt_31bf3856ad364e35_6.3.9600.16384_none_e0cdcd2cb7eb2d01\fveprompt.exe,1,0,0,1
230,81320-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediaplayer-autoplay_31bf3856ad364e35_6.3.9600.16384_none_0bb910a913f1c651\wmlaunch.exe,1,0,0,1
231,42443-NTFS:\Windows\WinSxS\amd64_microsoft-windows-vssservice_31bf3856ad364e35_6.3.9600.16384_none_4b8b2e81ebce7a3b\VSSVC.exe,1,0,0,1
232,86547-NTFS:\Windows\assembly\NativeImages_v4.0.30319_32\SMSvcHost\a4c49e23c0c23b5db4c663738eac897e\SMSvcHost.ni.exe,0,1,0,1
233,72949-NTFS:\Windows\WinSxS\x86_microsoft-windows-s..ccessagent-binaries_31bf3856ad364e35_6.3.9600.16384_none_72d0235f8ffa5f45\BitLockerToGo.exe,1,0,0,1
234,81237-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-managementconsole_31bf3856ad364e35_6.3.9600.16384_none_7891fd6b8f0e8236\InetMgr.exe,1,0,0,1
235,81124-NTFS:\Windows\WinSxS\amd64_microsoft-windows-i..ntrolpanel.appxmain_31bf3856ad364e35_6.3.9600.17031_none_0baf5cb76ad9135e\SystemSettings.exe,1,0,0,1
236,37969-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-configure_31bf3856ad364e35_6.3.9600.16384_none_17bbbf95311dc3de\ConfigureHyperV.exe,1,0,0,1
237,86349-NTFS:\Program Files\Common Files\VMware\Drivers\vss,0,0,1,1
238,19411-NTFS:\bootmgr,0,1,0,1
239,84244-NTFS:\Windows\WinSxS\wow64_adobe-flash-for-windows_31bf3856ad364e35_6.3.9600.16384_none_26b2ee6371e75c38\FlashPlayerApp.exe,1,0,0,1
240,80451-NTFS:\Windows\WinSxS\amd64_microsoft-windows-a..-experience-apphelp_31bf3856ad364e35_6.3.9600.16384_none_72c039d134ba5c8c\pcaui.exe,1,0,0,1
241,42216-NTFS:\Windows\WinSxS\amd64_microsoft-windows-sqm-consolidator-base_31bf3856ad364e35_6.3.9600.16384_none_c4fdcbf4358e2033\wsqmcons.exe,1,0,0,1
242,84307-NTFS:\Windows\WinSxS\wow64_microsoft-windows-mediaplayer-autoplay_31bf3856ad364e35_6.3.9600.16384_none_160dbafb4852884c\wmlaunch.exe,1,0,0,1
243,73674-NTFS:\ProgramData\VMware\VMware VGAuth\msgCatalogs\messages\fr,0,0,1,1
244,42080-NTFS:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.16384_none_fa1dc1539b4180d8\TiFileFetcher.exe,1,0,0,1
245,79041-NTFS:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe,1,0,0,1
246,39407-NTFS:\Windows\WinSxS\amd64_microsoft-windows-failovercluster-rhs_31bf3856ad364e35_6.3.9600.16384_none_23114e65a36c3114\rhs.exe,1,0,0,1
247,81221-NTFS:\Windows\WinSxS\amd64_microsoft-windows-ieinstal_31bf3856ad364e35_11.0.9600.16384_none_ec613b2b7496f16e\ieinstal.exe,1,0,0,1
248,42303-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..krecognition-server_31bf3856ad364e35_6.3.9600.17031_none_1f4133af0b93a584\hwrcomp.exe,1,0,0,1
249,73026-NTFS:\Windows\WinSxS\x86_microsoft-windows-servicingstack_31bf3856ad364e35_6.3.9600.16384_none_9dff25cfe2e40fa2\TiFileFetcher.exe,1,0,0,1
250,38135-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-vstack-vmms_31bf3856ad364e35_6.3.9600.17031_none_278759ef32be06a2\vmms.exe,1,0,0,1
251,73065-NTFS:\Windows\WinSxS\x86_microsoft-windows-taskscheduler-engine_31bf3856ad364e35_6.3.9600.16384_none_7a4c11b5da740295\taskeng.exe,1,0,0,1
252,20558-NTFS:\ProgramData\VMware\VMware Tools,0,0,1,1
253,87055-NTFS:\Users\Administrator\AppData\LocalLow\Microsoft\Windows\AppCache\JDY9X30D,1,0,0,1
254,40956-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mediafoundation_31bf3856ad364e35_6.3.9600.16384_none_8d1d8f46e0b8b0f7\mfpmp.exe,1,0,0,1
255,20556-NTFS:\ProgramData\VMware,0,0,1,1
256,41145-NTFS:\Windows\WinSxS\amd64_microsoft-windows-msmq-triggers-service_31bf3856ad364e35_6.3.9600.16384_none_18e4e3e490fc3626\mqtgsvc.exe,1,0,0,1
257,38166-NTFS:\Windows\WinSxS\amd64_microsoft-windows-bcdboot-cmdlinetool_31bf3856ad364e35_6.3.9600.16384_none_521444a0121b6d02\bcdboot.exe,1,0,0,1
258,85133-NTFS:\Users\Administrator\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\LocalState\Indexed,1,0,0,1
259,19586-NTFS:\Users\Default\AppData\Local\Microsoft\Windows\WinX\Group2\desktop.ini,0,1,0,1
260,37140-NTFS:\Windows\WinSxS\amd64_clientbackup-restorecd_31bf3856ad364e35_6.3.9600.16384_none_a2f5f88f06574944\selectlanguage.exe,1,0,0,1
261,80801-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..client-applications_31bf3856ad364e35_6.3.9600.16384_none_69b80c71fc5d6b55\FXSCOVER.exe,1,0,0,1
262,39105-NTFS:\Windows\WinSxS\amd64_microsoft-windows-es-authentication_31bf3856ad364e35_6.3.9600.16384_none_327b1cabea8fe12d\EhStorAuthn.exe,1,0,0,1
263,37998-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-drivers-hypervisor_31bf3856ad364e35_6.3.9600.17031_none_2142a5b03956989d\hvloader.exe,1,0,0,1
264,81696-NTFS:\Windows\WinSxS\amd64_microsoft-windows-s..e-client-ui-wsreset_31bf3856ad364e35_6.3.9600.16477_none_b7442cb2d9ee435f\WSReset.exe,1,0,0,1
265,81640-NTFS:\Windows\WinSxS\amd64_microsoft-windows-rascmak_31bf3856ad364e35_6.3.9600.16384_none_014ac09c4cabe56a\rqc.exe,1,0,0,1
266,132-NTFS:\Boot\zh-TW,0,0,1,1
267,84580-NTFS:\Windows\WinSxS\x86_microsoft-windows-usercpl-usermgrbroker_31bf3856ad364e35_6.3.9600.16384_none_ab4bd5e6f0513e09\UserAccountBroker.exe,1,0,0,1
268,75221-NTFS:\Program Files\Common Files\VMware\Drivers\pvscsi\Win8,0,0,1,1
269,86379-NTFS:\Program Files\VMware\VMware Tools\messages\de,0,0,1,1
270,39990-NTFS:\Windows\WinSxS\amd64_microsoft-windows-iis-sharedlibraries_31bf3856ad364e35_6.3.9600.16384_none_01a7d2cf88c95dc0\iissetup.exe,1,0,0,1
271,73-NTFS:\Boot\it-IT,0,0,1,1
272,43926-NTFS:\Windows\WinSxS\amd64_storage-service_31bf3856ad364e35_6.3.9600.16384_none_6dd566bf1b596dd6\storageservice.exe,1,0,0,1
273,72658-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-PTB.exe,1,0,0,1
274,72656-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-NLD.exe,1,0,0,1
275,84158-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\HyperVEnablement.exe,1,0,0,1
276,87102-NTFS:\$Recycle.Bin\S-1-5-21-2232410529-1445159330-2725690660-500\$IU2L112.txt,0,1,0,1
277,207-NTFS:\ProgramData\Microsoft\Event Viewer\Views\ServerRoles,0,0,1,1
278,72662-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-PLK.exe,1,0,0,1
279,84344-NTFS:\Windows\WinSxS\wow64_microsoft-windows-rascmak.resources_31bf3856ad364e35_6.3.9600.16384_en-us_3659cd8e34e72eee\cmbins.exe,1,0,0,1
280,87023-NTFS:\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\Network,1,0,0,1
281,160-NTFS:\Boot\BCD.LOG2,0,1,0,1
282,159-NTFS:\Boot\BCD.LOG1,0,1,0,1
283,85048-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\DNTException\Low,1,0,0,1
284,85630-NTFS:\Windows\assembly\NativeImages_v4.0.30319_64\dfsvc\a086b75bb1e8ee361af6ed079a6b77b4\dfsvc.ni.exe,0,1,0,1
285,76707-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\AppCache,1,0,0,1
286,40047-NTFS:\Windows\WinSxS\amd64_microsoft-windows-isns_service_31bf3856ad364e35_6.3.9600.16384_none_b25d88b7fd726c67\isnsui.exe,1,0,0,1
287,84494-NTFS:\Windows\WinSxS\x86_microsoft-windows-mediaplayer-setup_31bf3856ad364e35_6.3.9600.17031_none_42c6804cf1feb99d\unregmp2.exe,1,0,0,1
288,86422-NTFS:\Program Files\VMware\VMware Tools\plugins,0,0,1,1
289,38034-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-ITA.exe,1,0,0,1
290,81499-NTFS:\Windows\WinSxS\amd64_microsoft-windows-p..ord-synchronization_31bf3856ad364e35_6.3.9600.16384_none_5632e6431091dcac\psadmin.exe,1,0,0,1
291,34324-NTFS:\Windows\WinSxS\amd64_microsoft.backgroun..nt.module.resources_31bf3856ad364e35_6.3.9600.16384_en-us_75b11f7ad9b908bd\about_BITS_Cmdlets.help.txt,0,1,0,1
292,42101-NTFS:\Windows\WinSxS\amd64_microsoft-windows-setup-component_31bf3856ad364e35_6.3.9600.16384_none_22eade5981394f0b\oobeldr.exe,1,0,0,1
293,38219-NTFS:\Windows\WinSxS\amd64_microsoft-windows-consolehost_31bf3856ad364e35_6.3.9600.16384_none_651a275bd610cc27\conhost.exe,1,0,0,1
294,84065-NTFS:\Windows\WinSxS\msil_dfsradmin_31bf3856ad364e35_6.3.9600.16384_none_0280b12a962f01e4\DfsrAdmin.exe,1,0,0,1
295,413-NTFS:\Windows\ServiceProfiles\NetworkService\AppData\Local\AutoTrace,1,0,0,1
296,28-NTFS:\$Extend\$RmMetadata\$Repair,0,1,0,1
297,81313-NTFS:\Windows\WinSxS\amd64_microsoft-windows-mail-app_31bf3856ad364e35_6.3.9600.16384_none_e2168d9323ac396f\WinMail.exe,1,0,0,1
298,37646-NTFS:\Windows\WinSxS\amd64_microsoft-windows-scripting_31bf3856ad364e35_6.3.9600.16384_none_3926b320d450f7ef\wscript.exe,1,0,0,1
299,83400-NTFS:\Windows\WinSxS\amd64_windowssearchengine_31bf3856ad364e35_7.0.9600.16384_none_d3bae839b1d5c468\SearchProtocolHost.exe,1,0,0,1
300,38035-NTFS:\Windows\WinSxS\amd64_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_607a8fc83c1f7915\WindowsServer2003.WindowsXP-KB943295-x64-PTB.exe,1,0,0,1
301,87060-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\Szechuan Sauce.lnk,0,1,0,1
302,84873-NTFS:\Users\Administrator\Videos,0,1,0,1
303,85006-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\SystemCertificates\My\CRLs,1,0,0,1
304,85050-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\IECompatCache\Low,1,0,0,1
305,81607-NTFS:\Windows\WinSxS\amd64_microsoft-windows-r..sistance-dcomserver_31bf3856ad364e35_6.3.9600.16384_none_20b1fffe4989b3c3\raserver.exe,1,0,0,1
306,42911-NTFS:\Windows\WinSxS\amd64_microsoft.windows.s..oviderframeworkbase_31bf3856ad364e35_6.3.9600.16384_none_eecbc9c5260b91b4\ProviderRegistryService.exe,1,0,0,1
307,82269-NTFS:\Windows\WinSxS\amd64_microsoft-windows-t..ices-appcompattools_31bf3856ad364e35_6.3.9600.16384_none_e3ddef9c3fb5705d\acregl.exe,1,0,0,1
308,85123-NTFS:\Program Files\Common Files\VMware\Drivers\vmci\sockets\Win8,0,0,1,1
309,84172-NTFS:\Windows\WinSxS\msil_microsoft.storagemanagement.oobe_31bf3856ad364e35_6.3.9600.16384_none_983d7c2c96a8e0a1\oobediscoveryservice.exe,1,0,0,1
310,86978-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\ConnectedSearch\History,1,0,0,1
311,84776-NTFS:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___1024_0768.jpg,0,1,0,1
312,87079-NTFS:\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\Crypto\RSA,1,0,0,1
313,73140-NTFS:\System Volume Information\DFSR\database_98E6_491B_E648_FAD0\fsrres00001.jrs,0,1,0,1
314,85070-NTFS:\$Recycle.Bin\S-1-5-21-2232410529-1445159330-2725690660-500,0,0,1,1
315,80600-NTFS:\Windows\WinSxS\amd64_microsoft-windows-cleanmgr_31bf3856ad364e35_6.3.9600.16384_none_5e02966c3182d7a7\cleanmgr.exe,1,0,0,1
316,41234-NTFS:\Windows\WinSxS\amd64_microsoft-windows-nfs-clientcore_31bf3856ad364e35_6.3.9600.16384_none_9da0dcc0168b1c98\nfsclnt.exe,1,0,0,1
317,81242-NTFS:\Windows\WinSxS\amd64_microsoft-windows-isoburn_31bf3856ad364e35_6.3.9600.16384_none_d6f1072a6d324810\isoburn.exe,1,0,0,1
318,72646-NTFS:\Windows\WinSxS\x86_microsoft-hyper-v-g..t-installer-support_31bf3856ad364e35_6.3.9600.16384_none_045bf44483c207df\WindowsServer2003-KB943295-x86-CHT.exe,1,0,0,1
319,39669-NTFS:\Windows\WinSxS\amd64_microsoft-windows-i..lified-chinese-core_31bf3856ad364e35_6.3.9600.16384_none_08cfbdec1bea847e\IMSCPROP.exe,1,0,0,1
320,41420-NTFS:\Windows\WinSxS\amd64_microsoft-windows-processmodel-cpt_31bf3856ad364e35_6.3.9600.16384_none_9b90ea864787cdaa\w3wp.exe,1,0,0,1
321,80715-NTFS:\Windows\WinSxS\amd64_microsoft-windows-d..ssociationframework_31bf3856ad364e35_6.3.9600.16384_none_0a692bc5ce2c3f47\dasHost.exe,1,0,0,1
322,42055-NTFS:\Windows\WinSxS\amd64_microsoft-windows-server-for-nis_31bf3856ad364e35_6.3.9600.16384_none_39b9aedc382f8a1e\ypcat.exe,1,0,0,1
323,84272-NTFS:\Windows\WinSxS\wow64_microsoft-windows-explorer_31bf3856ad364e35_6.3.9600.16384_none_4cc7b16f8214372e\explorer.exe,1,0,0,1
324,81054-NTFS:\Windows\WinSxS\amd64_microsoft-windows-i..etexplorer-optional_31bf3856ad364e35_11.0.9600.16384_none_9c7bbe6690ba5bc1\iexplore.exe,1,0,0,1
325,83401-NTFS:\Windows\WinSxS\amd64_windowssearchengine_31bf3856ad364e35_7.0.9600.16384_none_d3bae839b1d5c468\SearchIndexer.exe,1,0,0,1
326,87081-NTFS:\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\Crypto\RSA\S-1-5-20,1,0,0,1
327,1005-NTFS:\ProgramData\Microsoft\Windows\SystemData\S-1-5-18\ReadOnly\LockScreen_Z\LockScreen___2068_1229.jpg,0,1,0,1
328,42417-NTFS:\Windows\WinSxS\amd64_microsoft-windows-trustedinstaller_31bf3856ad364e35_6.3.9600.16384_none_81cb938f211dbc6f\TrustedInstaller.exe,1,0,0,1
329,84090-NTFS:\Windows\WinSxS\msil_microsoft-windows-security-spp-vmw_31bf3856ad364e35_6.3.9600.16384_none_95ae1663bde9bafa\Vmw.exe,1,0,0,1
330,72254-NTFS:\Windows\WinSxS\wow64_clientbackup-restorecdx86_31bf3856ad364e35_6.3.9600.16384_none_ec51d8679260ea57\ClientRestoreWizard.exe,1,0,0,1
331,19635-NTFS:\Users\Default\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini,0,1,0,1
332,38147-NTFS:\Windows\WinSxS\amd64_microsoft-windows-b..environment-windows_31bf3856ad364e35_6.3.9600.16384_none_59f6f73560c1a48d\winresume.exe,1,0,0,1
333,84415-NTFS:\Windows\WinSxS\x86_microsoft-windows-a..-experience-apphelp_31bf3856ad364e35_6.3.9600.16384_none_16a19e4d7c5ceb56\pcaui.exe,1,0,0,1
334,73532-NTFS:\Users\Default\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\desktop.ini,0,1,0,1
335,85045-NTFS:\Users\Administrator\AppData\Local\Microsoft\Windows\PrivacIE,1,0,0,1
336,85039-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Internet Explorer\UserData,1,0,0,1
337,86971-NTFS:\Users\Administrator\AppData\Roaming\Microsoft\Windows\Recent\NoJerry.lnk,0,1,0,1
338,39286-NTFS:\Windows\WinSxS\amd64_microsoft-windows-f..rcluster-clusterexe_31bf3856ad364e35_6.3.9600.16384_none_03a450671f8cd953\cluster.exe,1,0,0,1
